transaction_id,customer_id,product,transaction_date,quantity,amount
TXN-002175001,CUST-0017246,External SSD,2023-06-26,2,288.96
TXN-002175002,CUST-0335995,Printer,2024-08-30,3,648.17
TXN-002175003,CUST-0005698,Keyboard,2024-04-04,2,144.82
TXN-002175004,CUST-0024367,Speaker,2023-03-24,1,171.68
TXN-002175005,CUST-0031393,Office Chair,2023-06-18,5,1246.56
TXN-002175006,CUST-0025922,Office Chair,2023-10-17,1,234.89
TXN-002175007,CUST-0184139,Smart Watch,2024-05-05,4,1176.14
TXN-002175008,CUST-0405332,External SSD,2024-05-30,4,592.93
TXN-002175009,CUST-0085733,USB-C Hub,2025-09-21,2,102.93
TXN-002175010,CUST-0262905,Laptop,2025-01-13,5,5512.17
TXN-002175011,CUST-0002941,Webcam,2025-02-13,3,182.69
TXN-002175012,CUST-0502705,Router,2024-07-06,1,97.09
TXN-002175013,CUST-0086406,Office Chair,2024-12-02,5,1373.51
TXN-002175014,CUST-0075490,Router,2024-12-17,5,513.18
TXN-002175015,CUST-0201438,USB-C Hub,2023-08-08,3,178.63
TXN-002175016,CUST-0060997,Smartphone,2025-07-19,5,4218.14
TXN-002175017,CUST-0186801,Smart Watch,2024-08-20,1,318.26
TXN-002175018,CUST-0352917,Speaker,2023-05-02,1,174.22
TXN-002175019,CUST-0076984,Keyboard,2024-06-05,1,70.39
TXN-002175020,CUST-0212878,Headphones,2024-11-18,4,494.82
TXN-002175021,CUST-0023473,External SSD,2023-03-20,5,641.49
TXN-002175022,CUST-0276688,External SSD,2023-04-20,5,665.13
TXN-002175023," cust-0164591  ",Monitor,2023-09-26,5,1617.22
TXN-002175024,CUST-0001423,Printer,2025-01-30,5,968.47
TXN-002175025,CUST-0446066,Smart Watch,2024-04-13,2,639.07
TXN-002175026,CUST-0159462,Power Bank,2024-02-29,1,40.88
TXN-002175027,CUST-0418242,Smart Watch,2023-10-21,3,891.25
TXN-002175028,CUST-0189397,External SSD,2023-10-06,3,434.30
TXN-002175029,CUST-0061664,Laptop,2023-07-15,2,2208.95
TXN-002175030,CUST-0010447,Smartphone,2023-10-14,1,779.98
TXN-002175031,CUST-0002114,Graphics Card,2024-11-08,4,2953.85
TXN-002175032,CUST-0032300,Headphones,2023-06-21,4,516.24
TXN-002175033,CUST-0079725,Webcam,2025-07-21,2,115.01
TXN-002175034,CUST-0011035,Tablet,2024-02-19,2,829.32
TXN-002175035,CUST-0120047,Smartphone,2023-06-10,5,3893.02
TXN-002175036,CUST-0233725,Standing Desk,2023-06-24,2,1054.46
TXN-002175037,CUST-0105346,Monitor,2025-02-06,5,1388.71
TXN-002175038,CUST-0006287,Webcam,2023-12-12,1,65.98
TXN-002175039,CUST-0104662,Mouse,2023-12-04,3,96.67
TXN-002175040,CUST-0147429,Smart Watch,2023-12-17,2,657.89
TXN-002175041,CUST-0052149,Office Chair,2025-06-20,1,236.84
TXN-002175042,CUST-0308012,Power Bank,2024-07-24,4,168.88
TXN-002175043,CUST-0355640,Power Bank,2024-04-13,3,117.28
TXN-002175044,CUST-0001180,Mouse,2025-04-29,3,100.01
TXN-002175045,CUST-0216685,Smart Watch,2024-10-31,2,581.70
TXN-002175046,CUST-0072360,USB-C Hub,2023-01-05,5,300.30
TXN-002175047,CUST-0158279,Router,2023-07-05,3,293.12
TXN-002175048,CUST-0211397,Smartphone,2024-03-21,1,925.77
TXN-002175049,CUST-0033412,Laptop,2025-09-26,2,2567.32
TXN-002175050,CUST-0014241,Headphones,2025-07-08,1,122.66
