transaction_id,customer_id,product,transaction_date,quantity,amount
TXN-001450001,CUST-0036131,Mouse,2024-04-10,3,106.99
TXN-001450002,CUST-0198353,Smartphone,2024-09-25,1,884.87
TXN-001450003,CUST-0006864,Router,2023-08-23,5,493.44
TXN-001450004,CUST-0187376,Microphone,2023-12-21,4,516.16
TXN-001450005,CUST-0124267,Monitor,2023-09-08,3,926.56
TXN-001450006,CUST-0044996,Office Chair,2023-10-17,4,1033.96
TXN-001450007,CUST-0097879,Router,2025-03-30,3,274.73
TXN-001450008,CUST-0389329,Power Bank,2024-11-16,5,202.00
TXN-001450009,CUST-0249761,Headphones,2025-06-22,1,121.06
TXN-001450010,CUST-0002563,Monitor,2024-09-03,3,896.07
TXN-001450011,CUST-0257877,Microphone,2024-11-19,1,135.42
TXN-001450012,CUST-0091615,USB-C Hub,2024-04-24,1,51.25
TXN-001450013,CUST-9050013,Smartphone,2023-09-25,2,1551.03
TXN-001450014,CUST-0014408,Graphics Card,2024-09-01,3,2028.96
TXN-001450015,CUST-0325174,Microphone,2025-09-27,3,379.94
TXN-001450016,CUST-0000130,Standing Desk,2024-09-08,4,2233.00
TXN-001450017,CUST-0116163,Monitor,2025-03-05,3,921.58
TXN-001450018,CUST-0018814,Laptop,2023-01-04,1,1131.54
TXN-001450019,CUST-0014091,Laptop,2025-06-13,4,4321.35
TXN-001450020,CUST-0291895,Desk Lamp,2025-09-03,4,172.31
TXN-001450021,CUST-0229243,Graphics Card,2023-05-19,3,1921.70
TXN-001450022,CUST-0000978,Mouse,2023-10-22,1,36.42
TXN-001450023," cust-0072907  ",Microphone,2024-04-21,1,118.11
TXN-001450024,CUST-0326876,Printer,2023-12-03,4,871.84
TXN-001450025,CUST-0000266,External SSD,2024-11-17,4,552.85
TXN-001450026,CUST-0365178,External SSD,2023-09-22,5,743.40
TXN-001450027,CUST-0391870,Speaker,2023-09-28,5,962.07
TXN-001450028,CUST-0212131,Mouse,2023-03-28,1,31.82
TXN-001450029,CUST-0220455,Keyboard,2025-08-30,1,73.53
TXN-001450030,CUST-0484689,Smart Watch,2024-11-02,3,1021.64
TXN-001450031,CUST-0018072,Desk Lamp,2023-09-18,5,224.57
TXN-001450032,CUST-0000851,Speaker,2024-05-26,3,547.74
TXN-001450033,CUST-0464656,USB-C Hub,2024-11-10,3,164.34
TXN-001450034,CUST-0409335,USB-C Hub,2023-08-25,4,222.44
TXN-001450035,CUST-0455923,Keyboard,2025-01-19,2,151.68
TXN-001450036,CUST-0015979,USB-C Hub,2024-12-30,1,52.18
TXN-001450037,CUST-0001642,Power Bank,2025-09-24,2,86.39
TXN-001450038,CUST-0059518,Headphones,2023-05-04,5,618.69
TXN-001450039,CUST-0001339,Webcam,2024-01-12,5,271.46
TXN-001450040,CUST-0089945,Keyboard,2024-01-05,1,73.65
TXN-001450041,CUST-0006220,Tablet,2025-02-22,5,2429.30
TXN-001450042,CUST-0015437,Graphics Card,2025-07-14,2,1293.11
TXN-001450043,CUST-0132035,Power Bank,2023-03-16,4,145.83
TXN-001450044,CUST-0391411,Keyboard,2024-09-17,2,138.01
TXN-001450045,CUST-0072951,Headphones,2024-12-24,5,563.60
TXN-001450046,CUST-0303452,USB-C Hub,2023-08-31,3,176.76
TXN-001450047,CUST-0489031,Monitor,2025-03-02,1,309.51
TXN-001450048,CUST-0001973,Printer,2024-04-26,4,842.95
TXN-001450049,CUST-0333865,Printer,2023-07-10,5,989.45
TXN-001450050,CUST-0030037,Power Bank,2023-02-06,3,122.61
TXN-001450051,CUST-0024070,Tablet,2024-03-29,2,876.87
TXN-001450052,CUST-0022914,Webcam,2024-11-13,5,280.19
TXN-001450053,CUST-0050305,Standing Desk,2024-04-09,4,2260.86
TXN-001450054,CUST-0051553,Tablet,2024-11-25,5,2124.71
TXN-001450055,CUST-0281455,Keyboard,2024-07-03,5,393.97
TXN-001450056,CUST-0169326,External SSD,2025-04-24,3,422.93
TXN-001450057,CUST-0363839,Keyboard,2024-12-23,2,154.41
TXN-001450058,CUST-0022905,Smart Watch,2024-04-18,1,326.76
TXN-001450059,CUST-0349963,Standing Desk,2023-06-10,1,535.99
TXN-001450060,CUST-0030433,Keyboard,2024-01-05,4,294.21
TXN-001450061,CUST-0116713,Desk Lamp,2024-01-02,1,48.36
TXN-001450062,CUST-0448038,Mouse,2023-05-16,1,35.28
TXN-001450063,CUST-0084494,Speaker,2024-03-24,3,555.09
TXN-001450064,CUST-0056994,Standing Desk,2025-05-17,1,536.02
TXN-001450065,CUST-0336874,External SSD,2024-01-01,5,647.25
TXN-001450066,CUST-0007482,Power Bank,2024-05-07,1,37.52
TXN-001450067,CUST-0037202,Office Chair,2025-04-06,2,471.85
TXN-001450068,CUST-0008509,Keyboard,2024-01-20,1,
TXN-001450069,CUST-0376399,Webcam,2024-06-18,4,256.57
TXN-001450070,CUST-0000091,Smart Watch,2024-08-24,1,331.69
TXN-001450071,CUST-0067540,Desk Lamp,2024-04-24,5,234.84
TXN-001450072,CUST-0183543,Headphones,2023-05-25,2,239.85
TXN-001450073," cust-0009772  ",Graphics Card,2023-06-10,1,678.99
TXN-001450074,CUST-0126545,Speaker,2023-04-14,2,372.50
TXN-001450075,CUST-0200455,Microphone,2023-12-22,5,621.35
TXN-001450076,CUST-0390682,Desk Lamp,2024-06-17,4,183.01
